,X,Y,FID,Food_Bank_Name,Address,City,Status,latitude,longitude,County,fips_code
169,-10091008.7795,4273672.2652,170,Food Bank of Northeast Arkansas,3414 One Place,Jonesboro,Stable,35.803903715303164,-90.64907418809128,Craighead County,05031
170,-10465033.942,3953928.3376,171,"Harvest Regional Food Bank, Inc.",3120 East 19th Street,Texarkana,Stable,33.44056250684951,-94.00899938928166,Miller County,05091
171,-10476801.2106,4331327.1788,172,Northwest Arkansas Food Bank,1378 June Self Drive,Bethel Heights,Stable,36.222839167115296,-94.11470656163885,Benton County,05007
172,-10510528.2253,4208552.7969,173,River Valley Regional Food Bank,1617 South Zero Street,Ft. Smith,Unstable,35.32805820972545,-94.41768148956618,Sebastian County,05131
173,-10291764.6022,3667892.0066,174,Food Bank of Central Louisiana,3223 Baldwin Avenue,Alexandria,Stabilizing,31.27021772868763,-92.45249442716526,Rapides Parish,22079
174,-10248183.6652,3830786.5753,175,Food Bank of Northeast Louisiana,4600 Central Ave,Monroe,Stable,32.51259654535788,-92.06100020913178,Ouachita Parish,22073
175,-10438109.9012,3827670.7199,176,Food Bank of Northwest Louisiana,2307 Texas Avenue,Shreveport,Stable,32.48899005418227,-93.76713661567267,Caddo Parish,22017
176,-10137479.8524,3564386.2555,177,Greater Baton Rouge Food Bank,10600 S. Choctaw Drive,Baton Rouge,Unstable,30.472153157610634,-91.0665309386463,East Baton Rouge Parish,22033
177,-10040213.341,3497360.5685,178,Second Harvest Food Bank of Greater New Orleans and Acadiana,700 Edwards Avenue,New Orleans,Stabilizing,29.951838000120826,-90.19277100041025,Jefferson Parish,22051
178,-11872117.9396,4175333.5641,179,Roadrunner Food Bank,5840 Office Blvd NE,Albuquerque,Stable,35.08422999974493,-106.64905000012241,Bernalillo County,35001
179,-10684697.2108,4324532.0958,180,Community Food Bank of Eastern Oklahoma,1304 N. Kenosha Ave.,Tulsa,Stabilizing,36.17358016216389,-95.98226810650858,Tulsa County,40143
180,-10866304.0642,4222540.165,181,Regional Food Bank of Oklahoma,3355 S. Purdue,Oklahoma City,Stable,35.4305058451813,-97.61367022760933,Oklahoma County,40109
181,-10876949.1836,3529663.3529,182,Central Texas Food Bank,6500 Metropolis Drive,Austin,Stable,30.202945442980255,-97.7092969621923,Travis County,48453
182,-10612587.9094,3807102.1694,183,East Texas Food Bank,3201 Robertson Road,Tyler,Stabilizing,32.33300230877988,-95.33449923076058,Smith County,48423
183,-11835937.2683,3720027.0995,184,El Pasoans Fighting Hunger,9541 Plaza Circle,El Paso,Stabilizing,31.66966799994303,-106.32403349993747,El Paso County,48141
184,-10848706.1444,3223936.6539,185,Coastal Bend Food Bank,826 Krill St.,Corpus Christi,Stable,27.801231422476025,-97.45558542435884,Nueces County,48355
185,-10793607.1342,3351312.742,186,Food Bank of the Golden Crescent,3809 E. Rio Grande,Victoria,Stable,28.808640590304027,-96.96062259433366,Victoria County,48469
186,-10929662.0937,3024070.998,187,"Food Bank of the Rio Grande Valley, Inc.",724 N. Cage Blvd.,Pharr,Stable,26.201596213284176,-98.18282509032477,Hidalgo County,48215
187,-11109071.7236,3823187.0355,188,Food Bank of West Central Texas,5505 N. First,Abilene,Stabilizing,32.45500968115998,-99.79448921689875,Taylor County,48441
188,-11334060.9076,4191429.0862,189,High Plains Food Bank,815 S. Ross,Amarillo,Unstable,35.20246209587416,-101.81560144438656,Potter County,48375
189,-10606049.9095,3475387.272,190,Houston Food Bank,535 Portwall Street,Houston,Stable,29.780663877643796,-95.27576737838315,Harris County,48201
190,-10771451.3866,3895745.5866,191,North Texas Food Bank,3677 Mapleshade Lane,Plano,Stable,33.00332708494003,-96.76159412733192,Collin County,48085
191,-10975246.2887,3429004.1644,192,San Antonio Food Bank,5200 Enrique M Barrera Pkwy,San Antonio,Stable,29.418373694185327,-98.59231488115263,Bexar County,48029
192,-11334248.1532,3967570.6709,193,South Plains Food Bank,5605 MLK Boulevard,Lubbock,Stable,33.54276600020857,-101.81728350023019,Lubbock County,48303
193,-11078139.7422,3188995.1433,194,South Texas Food Bank,2121 Jefferson St.,Laredo,Stable,27.52322399976516,-99.51662250030155,Webb County,48479
194,-10472637.7991,3509948.5327,195,Southeast Texas Food Bank,3845 Martin Luther King Parkway,Beaumont,Stable,30.04976700009699,-94.07730599979357,Jefferson County,48245
195,-10837290.3134,3863695.7151,196,Tarrant Area Food Bank,2600 Cullen,Ft. Worth,Stable,32.76154545994196,-97.3530352696766,Tarrant County,48439
196,-11390623.7887,3745080.345,197,West Texas Food Bank,411 S. Pagewood Ave.,Odessa,Stable,31.861013960974486,-102.3237144504462,Ector County,48135
197,-10963608.6802,4012320.4257,198,Wichita Falls Area Food Bank,1230 Midwestern Parkway,Wichita Falls,Stable,33.877166771666985,-98.48777246529113,Wichita County,48485
198,-10418646.7329,5103389.3271,199,Food Bank of Iowa,2220 E. 17th Street,Des Moines,Stable,41.614379999877436,-93.59229600005986,Polk County,19153
199,-10205482.3774,5169216.2182,200,HACAP Food Reservoir,1515 Hawkeye Drive,Hiawatha,Stable,42.05496316213287,-91.6774080143085,Linn County,19113
200,-10277247.322,5235096.399,201,Northeast Iowa Food Bank,1605 Lafayette Steet,Waterloo,Stable,42.49286399170844,-92.3220834802902,Black Hawk County,19013
