city_id,city_name,fips_code
1840001288,Harrisburg,42043
1840034032,Staten Island,36085
1840000572,Toledo,39095
1840000434,Worcester,25027
1840020490,Long Beach,6037
1840015119,Port St. Lucie,12111
1840015509,Little Rock,5119
1840020121,Reno,32031
1840021093,Spokane,53063
1840002915,Madison,55025
1840027142,Boise,16001
1840014227,Bonita Springs,12071
1840019390,Denton,48121
1840020296,Oakland,6001
1840000466,Springfield,25013
1840029462,Augusta,13245
1840015109,Kissimmee,12097
1840015324,Winston-Salem,37067
1840021517,Stockton,6077
1840000378,Syracuse,36067
1840014569,Chattanooga,47065
1840003718,Lancaster,42071
1840013501,Greenville,45045
1840013364,Durham,37063
1840015005,Pensacola,12033
1840013368,Fayetteville,5143
1840019422,Arlington,48439
1840018794,Aurora,8005
1840020474,Oxnard,6111
1840019304,Indio,6065
1840003389,Scranton,42069
1840021731,Victorville,6071
1840001383,Trenton,34021
1840020287,Modesto,6099
1840005061,Huntsville,1089
1840013305,Honolulu,15003
1840013356,Greensboro,37081
1840019322,Anaheim,6059
1840019718,Corpus Christi,48355
1840008261,Fort Wayne,18003
1840020151,Fort Collins,8069
1840014895,Jackson,28049
1840014717,Myrtle Beach,45051
1840013490,Fayetteville,37051
1840018903,Antioch,6013
1840003102,Lansing,26065
1840015211,Lexington,21067
1840006009,Mobile,1097
1840003563,Youngstown,39099
1840020361,Henderson,32003
1840015830,Savannah,13051
1840000500,Poughkeepsie,36027
1840021964,Santa Ana,6059
1840003172,Ann Arbor,26161
1840008940,St. Paul,27123
1840002791,Newark,34013
1840019325,Irvine,6059
1840021488,Santa Rosa,6097
1840000963,Canton,39151
1840013411,Asheville,37021
1840002949,Flint,26049
1840015970,Winter Haven,12105
1840023385,Anchorage,2020
1840009357,Lincoln,31109
1840014559,Concord,37025
1840003600,Jersey City,34017
1840009904,Springfield,29077
1840020662,Plano,48085
1840015768,Shreveport,22017
1840007081,Davenport,19163
1840020604,Lubbock,48303
1840015108,Lakeland,12105
1840009241,South Bend,18141
1840019350,Chula Vista,6073
1840019309,Chandler,4013
1840009132,Rockford,17201
1840001185,Reading,42011
1840020007,Eugene,41039
1840015576,Wilmington,37129
1840021864,Santa Clarita,6037
1840021947,Gilbert,4013
1840021224,Salem,41047
1840020854,Killeen,48027
1840011171,Round Lake Beach,17097
1840014887,Columbus,13215
1840020363,North Las Vegas,32003
1840018481,Kennewick,53005
1840015977,St. Petersburg,12103
1840015913,Tallahassee,12073
1840021002,Laredo,48479
1840019438,Irving,48113
1840009373,Peoria,17143
1840008353,Montgomery,1101
1840003874,Chesapeake,51550
1840020563,Glendale,4013
1840001472,York,42133
1840002984,Nashua,33011
1840020707,Garland,48113
1840021940,Scottsdale,4013
1840015044,Lafayette,22055
1840003869,Norfolk,51710
1840006112,Arlington,51013
1840002400,Appleton,55087
1630035605,Aguadilla,72005
1840014618,Rock Hill,45091
1840020292,Fremont,6001
1840000177,Fargo,38017
1840013947,Gulfport,28047
1840018410,Bremerton,53035
1840002344,Green Bay,55009
1840033827,Enterprise,32003
1840015157,Hialeah,12086
1840015072,Deltona,12127
1840021728,San Bernardino,6071
1840014022,Gainesville,12001
1840033832,Spring Valley,32003
1840021129,Tacoma,53053
1840003858,Roanoke,51770
1840019743,Brownsville,48061
1840019570,College Station,48041
1840019865,Olympia,53067
1840014421,Clarksville,47125
1840003478,Yonkers,36119
1840020552,Moreno Valley,6065
1840021844,Thousand Oaks,6111
1840000327,Portland,23005
1840020402,Fontana,6071
1840014524,Hickory,37035
1840019156,Amarillo,48375
1840002648,Sioux Falls,46099
1840013730,Evansville,18163
1840006211,Huntington,54011
1840004851,Waterbury,9140
1840020654,Frisco,48085
1840000644,Lorain,39093
1840003185,Kalamazoo,26077
1840020970,Galveston,48167
1840015482,Spartanburg,45083
1840021829,Santa Barbara,6083
1840033833,Sunrise Manor,32003
1840020578,Huntington Beach,6059
1840020709,Grand Prairie,48113
1840003834,Overland Park,20091
1840020657,McKinney,48085
1840022140,Waco,48309
1840005613,Hagerstown,24043
1840020483,Glendale,6037
1840020041,Nampa,16027
1840020567,Peoria,4013
1840000471,Cedar Rapids,19113
1840021189,Vancouver,53011
1840033743,Paradise,32003
1840015067,Ocala,12083
1840000478,Erie,42049
1840003862,Newport News,51700
1840005710,Frederick,24021
1840014495,Murfreesboro,47149
1840014236,Fort Lauderdale,12011
1840007034,Aurora,17089
1840021942,Tempe,4013
1840004837,Danbury,9190
1840014105,Spring Hill,12053
1840013468,Gastonia,37071
1840021632,Salinas,6053
1840003845,Fredericksburg,51630
1840020410,Ontario,6071
1840020245,Elk Grove,6067
1840013612,Gainesville,13139
1840016196,Cary,37183
1840020411,Rancho Cucamonga,6071
1840020623,Oceanside,6073
1840020577,Garden Grove,6059
1840020516,Lancaster,6037
1840020550,Hemet,6065
1840015141,Pembroke Pines,12011
1840015034,Panama City,12005
1840021499,Vallejo,6095
1840002983,Manchester,33011
1840020076,Medford,41029
1630035622,Bayamón,72021
1840015476,Mauldin,45045
1840021579,Santa Cruz,6087
1840020502,Palmdale,6037
1840004828,Norwich,9180
1840002870,Muskegon,26121
1840015083,Leesburg,12069
1840014479,High Point,37081
1840005563,Tuscaloosa,1125
1840021639,Visalia,6107
1840019789,Marysville,53061
1840020313,Merced,6047
1840020293,Hayward,6001
1840008354,Lafayette,18157
1840009517,Springfield,17167
1840019305,Corona,6065
1840000838,Paterson,34031
1840003837,Alexandria,51510
1840043455,Macon,13021
1840000460,Binghamton,36007
1840020198,Lakewood,8059
1840001626,Kansas City,20209
1840020794,Odessa,48135
1840021573,Sunnyvale,6085
1840003219,New Bedford,25005
1840015144,Hollywood,12011
1840002432,South Lyon,26125
1840020620,Escondido,6073
1840015039,Lake Charles,22019
1840020930,Pasadena,48201
1840018417,Bellevue,53033
1840008192,Joliet,17197
1840007239,Champaign,17019
1840020507,Pomona,6037
1840020253,Fairfield,6095
1840020713,Mesquite,48113
1840008187,Elkhart,18039
1840008143,Naperville,17043
1840021559,St. George,49053
1840020233,Roseville,6061
1840001621,Topeka,20177
1840013362,Burlington,37001
1840015800,Warner Robins,13153
1840021941,Surprise,4013
1840021873,Torrance,6037
1840021830,Santa Maria,6083
1840029463,Athens,13059
1840015063,Houma,22109
1840007391,Columbia,29019
1840020576,Fullerton,6059
1840003833,Olathe,20091
1840021422,Thornton,8001
1840020149,Greeley,8123
1840019612,Beaumont,48245
1840020683,Las Cruces,35013
1840020792,Midland,48329
1840013994,Metairie,22051
1630035637,Carolina,72031
1840021389,West Valley City,49035
1840020582,Orange,6059
1840002418,Warren,26099
1840020230,Grand Junction,8077
1840022076,Tyler,48423
1840020505,Pasadena,6037
1840003866,Hampton,51650
1840007207,Bloomington,17113
1840003613,Elizabeth,34039
1840004841,Stamford,9190
1840021998,Yuma,4027
1840018424,Kent,53033
1840015137,Miramar,12011
1840018402,Coeur d'Alene,16055
1840015134,Coral Springs,12011
1840003094,Sterling Heights,26099
1840021463,Yuba City,6101
1840021154,Yakima,53077
1840019436,Carrollton,48113
1840002493,Racine,55101
1840014462,Johnson City,47179
1840018496,Billings,30111
1840000532,Iowa City,19103
1840005810,Dover,10001
1840018346,Bellingham,53073
1840006196,Charleston,54039
1840003855,Lynchburg,51680
1840021571,Santa Clara,6085
1840020451,Norman,40027
1840013407,Greenville,37147
1840021843,Simi Valley,6111
1840013456,Fort Smith,5131
1840019476,Abilene,48441
1630023566,Arecibo,72013
1840020639,Lewisville,48121
1840020979,Pearland,48039
1840014220,Lehigh Acres,12071
1840003160,Kenosha,55059
1840021634,Seaside,6053
1840002310,Burlington,50007
1840018788,Arvada,8059
1840006175,Waldorf,24017
1840008534,Independence,29095
1840008987,Rochester,27109
1840020108,Logan,49005
1840021036,Harlingen,48061
1840018914,Berkeley,6001
1840018944,Clovis,6019
1840020879,Round Rock,48491
1840020255,Pueblo,8101
1840022154,Temple,48027
1840020046,Meridian,16001
1840007685,Duluth,27137
1840019585,The Woodlands,48339
1840018774,Boulder,8013
1840020710,Richardson,48113
1840000429,Cambridge,25017
1840015993,West Palm Beach,12099
1840020919,Port Arthur,48245
1840019206,East Los Angeles,6037
1840020141,Redding,6089
1840015110,Clearwater,12103
1840014881,Monroe,22073
1840002746,Utica,36065
1840008881,St. Cloud,27145
1840015909,Mandeville,22103
1840021388,West Jordan,49035
1840015164,North Charleston,45019
1840020277,Richmond,6013
1840021423,Westminster,8001
1840002813,Saginaw,26145
1840023244,Kailua,15003
1840014151,Brandon,12057
1630023669,Ponce,72113
1840019352,Carlsbad,6073
1840000426,Lowell,25017
1840019059,Broken Arrow,40143
1840008134,Elgin,17089
1840019939,Gresham,41051
1840020973,League City,48167
1840019245,Downey,6037
1840000440,Waterloo,19013
1840020553,Murrieta,6065
1840000437,Leominster,25027
1840020746,Longview,48183
1840014653,Jacksonville,37133
1840015143,Pompano Beach,12011
1840018618,Bend,41017
1840015151,Miami Gardens,12086
1840019326,Costa Mesa,6059
1840000447,Sioux City,19193
1840019785,Everett,53061
1840020327,Gilroy,6085
1840037414,San Buenaventura,6111
1840021937,Temecula,6065
1840022217,Sugar Land,48157
1840018778,Chico,6007
1840002296,Eau Claire,55035
1840020480,El Monte,6037
1840018644,Idaho Falls,16019
1840003969,Dearborn,26163
1840007376,Bloomington,18105
1840021876,West Covina,6037
1840021337,Sparks,32031
1840029465,South Fulton,13121
1840018792,Centennial,8005
1840015609,Sandy Springs,13121
1840019237,Inglewood,6037
1840019932,Hillsboro,41067
1840005803,Columbia,24027
1840019233,Burbank,6037
1840017272,Davie,12011
1840020618,El Cajon,6073
1840043419,Jurupa Valley,6065
1840019396,Allen,48085
1840013810,Auburn,1081
1840019827,Renton,53033
1840002996,Holland,26139
1840000467,Brockton,25023
1840020387,Rio Rancho,35043
1840021551,San Mateo,6081
1840020407,Rialto,6071
1840021094,Spokane Valley,53063
1840001678,Charlottesville,51540
1840022903,Menifee,6065
1840018926,Daly City,6081
1840021923,Wichita Falls,48485
1840014158,Riverview,12057
1840020501,Norwalk,6037
1840032155,Lee's Summit,29095
1840020178,Longmont,8013
1840021498,Vacaville,6095
1840028579,Highlands Ranch,8035
1840014425,Kingsport,47163
1840027990,San Tan Valley,4021
1840000461,Quincy,25021
1840021020,Edinburg,48215
1840000409,Lynn,25009
1840022146,San Angelo,48451
1840020404,Hesperia,6071
1840013265,Bowling Green,21227
1840019826,Federal Way,53033
1840007260,Carmel,18057
1840001926,Bismarck,38015
1840010496,Fishers,18057
1840020180,Lafayette,8013
1840021994,Vista,6073
1840014207,Boca Raton,12099
1840015935,St. Augustine,12109
1840018556,Beaverton,41067
1840020564,Goodyear,4013
1840003872,Portsmouth,51740
1840020171,Orem,49049
1840016000,Sunrise,12011
1840002932,Portsmouth,33015
1840036690,Arden-Arcade,6067
1840001632,Lawrence,20045
1840037422,Sandy,49035
1840015911,Slidell,22103
1840021939,Buckeye,4013
1840003985,Livonia,26163
1840001720,Williamsburg,51830
1840003873,Suffolk,51800
1840019240,Compton,6037
1840002577,La Crosse,55063
1840020423,Edmond,40109
1840019214,Carson,6037
1840021991,San Marcos,6073
1840021518,Tracy,6077
1840021772,Prescott Valley,4025
1840003804,Middletown,39017
1840000497,Fall River,25005
1630023526,San Germán,72125
1840021707,Santa Fe,35049
1840015142,Plantation,12011
1630035520,Mayagüez,72097
1840021341,New Braunfels,48091
1840014741,Roswell,13121
1840019586,Conroe,48339
1840021870,South Gate,6037
1840021866,Santa Monica,6037
1840019836,Kirkland,53033
1840014795,Hoover,1073
1840008571,O'Fallon,29183
1840029102,Alafaya,12095
1840015064,Palm Coast,12035
1840004839,Norwalk,9190
1840020477,Lawton,40031
1840019114,Chino,6071
1840017286,Mount Pleasant,45019
1840020265,Manteca,6077
1840021969,Westminster,6059
1840013643,Florence,45041
1840008771,Joplin,29097
1840005840,Germantown,24031
1840021538,San Leandro,6001
1840029089,Town 'n' Country,12057
1840003511,Clifton,34031
1840010113,Waukegan,17097
1840006747,Bloomington,27053
1840019310,Avondale,4013
1840018251,Atascocita,48201
1840019840,Missoula,30063
1840014226,Fort Myers,12071
1840000433,Newton,25017
1840000408,Lawrence,25009
1840008365,Muncie,18035
1840002180,Rapid City,46103
1840002434,Troy,26125
1840020294,Livermore,6001
1840018845,Citrus Heights,6067
1840020486,Hawthorne,6037
1840001623,Winchester,51840
1840015336,Springdale,5143
1840021878,Whittier,6037
1840015136,Deerfield Beach,12011
1840007269,Decatur,17115
1840021530,San Ramon,6013
1840001551,Vineland,34011
1840021026,Mission,48215
1840018416,Auburn,53033
1840020591,Lake Forest,6059
1840020581,Newport Beach,6059
1840015960,Melbourne,12009
1840004023,Brooklyn Park,27053
1840019569,Bryan,48041
1840001847,Westland,26163
1840020241,Napa,6055
1840019616,Baytown,48201
1840009186,Cicero,17031
1840007242,Anderson,18095
1840013380,Franklin,47187
1840002442,Farmington Hills,26125
1840019324,Buena Park,6059
1840013864,Albany,13095
1840014098,Pine Hills,12095
1840000830,State College,42027
1840020304,Redwood City,6081
1840003344,Warwick,44003
1840003173,Jackson,26075
1840003287,Cranston,44007
1840015114,Largo,12103
1840015150,Miami Beach,12086
1840019222,Alhambra,6037
1840014742,Johns Creek,13121
1840020332,Mountain View,6085
1840006219,Salisbury,24045
1840005647,Morgantown,54061
1840005845,Silver Spring,24031
1840020145,Layton,49011
1840003765,Springfield,39023
1840020515,Lakewood,6037
1840002083,Florence,1077
1840020246,Folsom,6067
1840020300,Madera,6039
1840000782,New Rochelle,36119
1840003406,Parma,39035
1840009671,Terre Haute,18167
1840003123,Somerville,25017
1840020335,Flagstaff,4005
1840014208,Boynton Beach,12099
1840015159,Homestead,12086
1840001419,Newark,39089
1840008929,Plymouth,27053
1840006563,Anniston,1015
1840021987,Texarkana,48037
1840021967,Tustin,6059
1840021030,Pharr,48215
1840003953,Port Huron,26147
1840021533,Turlock,6099
1840020248,Rancho Cordova,6067
1840014065,The Villages,12119
1840020329,Milpitas,6085
1840020557,Perris,6065
1840021730,Upland,6071
1840007424,Alton,17119
1840020298,Pleasanton,6001
1840014244,Kendall,12086
1840014507,Jonesboro,5031
1840019230,Bellflower,6037
1840003176,Battle Creek,26025
1840019115,Chino Hills,6071
1840018713,Cheyenne,56021
1840001347,Lebanon,42075
1840017579,Carmichael,6067
1840021385,South Jordan,49035
1840018833,Davis,6113
1840013218,Elizabethtown,21093
1840011319,Schaumburg,17031
1840018913,Alameda,6001
1840007092,Hammond,18089
1840019888,Pasco,53021
1840008129,Evanston,17031
1840020168,Lehi,49049
1840013873,Alexandria,22079
1840015120,North Port,12115
1840011243,Arlington Heights,17031
1840019201,Camarillo,6111
1840000374,Wyoming,26081
1840022010,Flower Mound,48121
1840000986,Bethlehem,42095
1840013878,Hattiesburg,28035
1840020152,Loveland,8069
1840020282,Pittsburg,6013
1840019572,Cedar Park,48491
1840021074,Wenatchee,53007
1840002431,Southfield,26125
1840002429,Rochester Hills,26125
1840013908,Hammond,22105
1840015894,Valdosta,13185
1840014340,Owensboro,21059
1840021733,Apple Valley,6071
1840009998,Woodbury,27163
1840003285,Pawtucket,44007
1840009549,St. Joseph,29021
1840015148,Doral,12086
1840002808,Dover,33017
1840020950,Missouri City,48157
1840000369,Saratoga Springs,36091
1840013376,Pocatello,16005
1840002246,Oshkosh,55139
1840004774,New Britain,9110
1840022455,Castle Rock,8035
1840015146,Lauderhill,12011
1840018781,Broomfield,8014
1840006094,Dale City,51153
1840011482,Bolingbrook,17197
1840019835,Redmond,53033
1630023540,Caguas,72025
1840020702,Mansfield,48439
1840005802,Ellicott City,24027
1840002628,Sheboygan,55117
1840000960,Mansfield,39139
1840000345,Glens Falls,36113
1840015068,Daytona Beach,12127
1840020263,Lodi,6077
1840020412,Redlands,6071
1840003844,Harrisonburg,51660
1840001518,Dothan,1069
1840014603,Cleveland,47011
1840014528,Jackson,47113
1840000781,Mount Vernon,36119
1840006015,Centreville,51059
1840001080,Altoona,42013
1840003131,Framingham,25017
1840001507,Camden,34007
1840020875,Georgetown,48491
1840019227,Baldwin Park,6037
1840020232,Rocklin,6061
1840020368,Porterville,6107
1840016001,Tamarac,12011
1840005917,Glen Burnie,24003
1840006446,Blacksburg,51121
1840002163,Wausau,55073
1840015612,Sumter,45085
1840002467,Janesville,55105
1840013875,Brunswick,13127
1840018916,Dublin,6001
1840005579,Wilmington,10003
1840003008,Waukesha,55133
1840023463,Fairbanks,2090
1840007859,Lakeville,27037
1840009719,St. Charles,29183
1840020509,Redondo Beach,6037
1840015386,Spring Hill,47119
1840003595,Bayonne,34017
1840000101,Grand Forks,38035
1840013891,Noblesville,18057
1630023575,Guaynabo,72061
1840074847,El Paso de Robles,6079
1840020703,North Richland Hills,48439
1840008923,Maple Grove,27053
1840000837,Passaic,34031
1840006719,Blaine,27003
1840020560,Lake Elsinore,6065
1840014444,Rogers,5007
1840018108,Casas Adobes,4019
1840021953,Sherman,48181
1840021531,Walnut Creek,6013
1840014598,Conway,5045
1840028421,Eastvale,6065
1840021539,Union City,6001
1840013869,Michigan City,18091
1840014132,Poinciana,12105
1840021638,Tulare,6107
1840008194,Gary,18089
1840005848,Gaithersburg,24031
1840002792,East Orange,34013
1840014118,Wesley Chapel,12101
1840010185,West Des Moines,19153
1840014651,Dalton,13313
1840000438,Dubuque,19061
1840000395,Schenectady,36093
1840007066,Ankeny,19153
1840020629,Maricopa,4021
1840007852,Eagan,27037
1840020382,Hanford,6031
1840013301,Bristol,47163
1840021970,Yorba Linda,6059
1840016003,Weston,12011
1840021581,Watsonville,6087
1840020333,Palo Alto,6085
1840037886,South Hill,53053
1840001641,Shawnee,20091
1840022188,San Marcos,48209
1840019839,Great Falls,30013
1840002450,Haverhill,25009
1840001034,Union City,34017
1840011311,Palatine,17031
1840019904,Longview,53015
1840018611,Corvallis,41003
1840005849,Rockville,24031
1840011321,Skokie,17031
1840019774,Mount Vernon,53057
1840038324,Casper,56025
1840007019,Ames,19169
1840015123,Delray Beach,12099
1840021115,Sammamish,53033
1840020492,Lynwood,6037
1840005681,Dundalk,24005
1840005826,Bethesda,24031
1840014467,Morristown,47063
1630023583,Juana Díaz,72075
1840008260,Kankakee,17091
1630035668,Fajardo,72053
1840013659,Alpharetta,13121
1840002423,Novi,26125
1840015047,Kenner,22051
1840002583,Bay City,26017
1840023044,Victoria,48469
1840021552,South San Francisco,6081
1840015355,Apex,37183
1840005786,Parkersburg,54107
1840000430,Malden,25017
1840017620,Castro Valley,6001
1840018509,Bozeman,30031
1840005021,Brentwood,36103
1840000428,Waltham,25017
1840020892,Pflugerville,48453
1840014632,North Little Rock,5119
1840018904,Brentwood,6013
1840020589,Laguna Niguel,6059
1840021962,San Clemente,6059
1840006766,Burnsville,27037
1840019615,Spring,48201
1840014200,Port Charlotte,12015
1840007821,Eden Prairie,27053
1840007332,Greenwood,18081
1840018744,Millcreek,49035
1840007142,Bellevue,31153
1840006714,Coon Rapids,27003
1840020711,Rowlett,48113
1840003803,Hamilton,39017
1840019860,Lakewood,53053
1840037057,Florence-Graham,6037
1840018785,Commerce City,8001
1840013790,Bossier City,22015
1840003965,Taylor,26163
1840020585,La Habra,6059
1840015077,Port Orange,12127
1840020449,Moore,40027
1840007117,Council Bluffs,19155
1840020877,Leander,48491
1840003970,Dearborn Heights,26163
1840006025,Reston,51059
1840020499,Montebello,6037
1840002427,Pontiac,26125
1840020619,Encinitas,6073
1840021944,Queen Creek,4013
1840000431,Medford,25017
1840021263,Springfield,41039
1840014419,Hendersonville,47165
1840014143,Palm Harbor,12103
1840020506,Pico Rivera,6037
1840015633,Marietta,13067
1840018311,Wellington,12099
1840015958,Sanford,12117
1840021485,Woodland,6113
1840018641,Caldwell,16027
1840016349,Huntersville,37119
1840004772,Bristol,9140
1840017255,Jupiter,12099
1840021513,San Rafael,6041
1840020625,La Mesa,6073
1840019889,Richland,53005
1840000457,Revere,25025
1840004848,Meriden,9170
1840020500,Monterey Park,6037
1840020482,Gardena,6037
1840020693,Euless,48439
1840007032,Des Plaines,17031
1840003034,West Allis,55079
1840015154,North Miami,12086
1840015971,St. Cloud,12097
1840029009,The Hammocks,12086
1840018950,Cupertino,6085
1840021387,Taylorsville,49035
1840020244,Petaluma,6097
1840013844,Kokomo,18067
1840021992,Santee,6073
1840029466,Stonecrest,13089
1840003220,Taunton,25005
1840003477,White Plains,36119
1840015125,Palm Beach Gardens,12099
1840016152,Chapel Hill,37135
1840003599,Hoboken,34017
1840022454,Parker,8035
1840007396,Blue Springs,29095
1840021118,Shoreline,53033
1840003093,St. Clair Shores,26099
1840038926,Horizon West,12095
1840015999,Margate,12011
1840011310,Orland Park,17031
1840003826,Carson City,32510
1840020425,Midwest City,40109
1840002430,Royal Oak,26125
1840005970,Bowie,24033
1840003783,Kettering,39113
1840009721,St. Peters,29183
1840011306,Oak Lawn,17031
1840005695,Towson,24005
1840015132,Coconut Creek,12011
1840001403,Decatur,1103
1840001639,Lenexa,20091
1840013472,Bartlett,47157
1840019209,South Whittier,6037
1840021044,Lake Havasu City,4015
1840073592,Bel Air South,24025
1840028983,Fountainebleau,12086
1840022018,Wylie,48085
1840015524,Madison,1089
1840029224,Brookhaven,13089
1840020405,Highland,6071
1840020575,Fountain Valley,6059
1840007027,Berwyn,17031
1840005925,Severn,24003
1840018605,Albany,41043
1840020622,National City,6073
1840019866,Lacey,53067
1840011300,Mount Prospect,17031
1840019223,Arcadia,6037
1840019441,DeSoto,48113
1840015634,Smyrna,13067
1840014173,Bradenton,12081
1840001339,New Brunswick,34023
1840006768,Apple Valley,27037
1840011331,Tinley Park,17031
1840015988,Sarasota,12115
1840017921,Hacienda Heights,6037
1840000462,Chicopee,25013
1840004852,West Haven,9170
1840020155,Herriman,49035
1840001340,Perth Amboy,34023
1840019364,Casa Grande,4021
1840021206,Tigard,41067
1840014093,Apopka,12095
1840015519,Southaven,28033
1840019235,Huntington Park,6037
1840019244,Diamond Bar,6037
1840013319,Bentonville,5007
1840021732,Yucaipa,6071
1840001090,Plainfield,34039
1840001589,Manhattan,20161
1840005825,Aspen Hill,24031
1840014490,Rocky Mount,37127
1840000414,Peabody,25009
1840021483,West Sacramento,6113
1840021936,San Jacinto,6065
1840002930,Kentwood,26081
1840019120,Colton,6071
1840011307,Oak Park,17031
1840014241,Westchester,12086
1840017758,Smyrna,47149
1840010166,Wheaton,17043
1840019298,Beaumont,6065
1840017414,Aloha,41067
1840007831,Minnetonka,27053
1840015112,Pinellas Park,12103
1840014560,Kannapolis,37025
1840020504,Paramount,6037
1840022234,Texas City,48167
1840020260,Novato,6041
1840007822,Edina,27053
1840009401,Normal,17113
1840029085,Tamiami,12086
1840000956,Grand Island,31079
1840031195,Methuen Town,25009
1840000643,Elyria,39093
1840031295,Wheaton,24031
1840029045,Kendale Lakes,12086
1840023057,Marana,4019
1840001035,West New York,34017
1840021301,Twin Falls,16083
1840008586,Florissant,29189
1840020484,Glendora,6037
1840019293,Cathedral City,6065
1840019321,Aliso Viejo,6059
1840020583,Placentia,6059
1840011263,Hoffman Estates,17031
1840018420,Burien,53033
1840022929,Dunwoody,13089
1840020555,Palm Desert,6065
1840003087,Troy,36083
1840016403,Collierville,47157
1840005408,Levittown,42017
1840020495,Rosemead,6037
1840029029,Country Club,12086
1840020373,Enid,40047
1840000795,Cuyahoga Falls,39153
1840014695,Mishawaka,18141
1840013714,Columbus,18005
1840016886,Summerville,45035
1840005270,Levittown,36059
1840020697,Grapevine,48439
1840019241,Covina,6037
1840028605,Milford city ,9170
1840018747,Draper,49035
1840000608,Lakewood,39035
1840018110,Catalina Foothills,4019
1840019151,Delano,6029
1840020231,Lincoln,6061
1840020159,Murray,49035
1840016215,Mooresville,37097
1840011404,Downers Grove,17043
1840017581,Florin,6067
1840019327,Cypress,6059
1840008642,Jeffersonville,18019
1840031494,North Bethesda,24031
1840019226,Azusa,6037
1840015147,Coral Gables,12086
1840007446,Chesterfield,29189
1840006018,McLean,51059
1840008935,St. Louis Park,27053
1840039181,East Honolulu,15003
1840019424,Bedford,48439
1840000600,Euclid,39035
1840008434,Lawrence,18097
1840018910,Ceres,6099
1840073852,University,12057
1840013948,Biloxi,28047
1840017565,El Dorado Hills,6017
1840019215,Cerritos,6037
1840019467,Burleson,48251
1840003183,Portage,26077
1840008389,Dublin,39049
1840020624,Poway,6073
1840019433,Cedar Hill,48113
1840000425,Everett,25017
1840021675,Stillwater,40119
1840015962,Titusville,12009
1840000371,Niagara Falls,36063
1840020907,Kyle,48209
1840005872,Leesburg,51107
1840010500,Westfield,18057
1840020640,Little Elm,48121
1840004844,Middletown,9130
1840018841,North Highlands,6067
1840006395,Tuckahoe,51087
1840016199,Wake Forest,37183
1840000053,Minot,38101
1840020549,Roswell,35005
1840003033,Wauwatosa,55079
1840018419,Bothell,53033
1840011280,Glenview,17031
1840020717,Rockwall,48397
1840015383,Wilson,37195
1840020584,Rancho Santa Margarita,6059
1840020512,La Mirada,6037
1840022490,Antelope,6067
1840023193,Hilo,15001
1840021734,San Luis Obispo,6079
1840003092,Roseville,26099
1840020295,Newark,6001
1840000539,Mentor,39085
1840015098,Ocoee,12095
1840019211,Rowland Heights,6037
1840014178,Fort Pierce,12111
1840019323,Brea,6059
1840023058,Oro Valley,4019
1840003288,East Providence,44007
1840023251,Pearl City,15003
1840001647,Salina,20169
1840007312,Beavercreek,39057
1840015965,Winter Garden,12095
1840005837,Potomac,24031
1840020349,Farmington,35045
